# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     172.18.0.1:56902 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56912 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX PRICE PRECISION FALLBACK] TON/USDT: htx GET https://api.huobi.pro/v2/reference/currencies
api-1  | INFO:     172.18.0.1:50052 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34986 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34994 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50052 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44336 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44350 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44332 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36412 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36428 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36410 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60044 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60054 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60036 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35774 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35782 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60036 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42420 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42422 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.hbdm.vn/linear-swap-api/v1/swap_contract_info?business_type=all
api-1  | INFO:     172.18.0.1:42406 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42600 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42610 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.huobi.pro/v2/reference/currencies
api-1  | INFO:     172.18.0.1:42592 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42788 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42804 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42780 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57262 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57264 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42780 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35788 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35790 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42780 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41072 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41088 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:42780 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37482 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37484 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37468 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41126 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41142 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41124 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55954 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55960 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41124 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33132 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33144 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33130 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41978 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41984 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41976 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47238 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47236 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41976 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41134 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41144 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41976 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33926 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33936 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41976 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57860 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57870 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41976 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57104 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57106 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57100 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52612 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52626 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57100 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48750 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48762 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48742 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54768 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54780 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54758 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49188 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49194 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54758 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39552 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39556 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.huobi.pro/v2/reference/currencies
api-1  | INFO:     172.18.0.1:39542 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47032 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47048 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39542 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44626 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44628 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39542 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41186 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41202 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41180 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45776 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45782 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41180 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45192 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45200 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:45180 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47460 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47472 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47448 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39528 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39540 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47448 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42900 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42906 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42898 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60736 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60746 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43044 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43046 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59584 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59592 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49966 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49976 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38058 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38068 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41966 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41980 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60734 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40714 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40718 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40706 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47818 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47828 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47816 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38264 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38276 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38258 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57686 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57692 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57684 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60936 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60946 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.huobi.pro/market/history/candles?period=5min&symbol=btcusdt&size=250
api-1  | INFO:     172.18.0.1:60922 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38064 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38072 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX FEE ERROR] AVAX/USDT: htx GET https://api.huobi.pro/v2/reference/transact-fee-rate?AccessKeyId=your_new_htx_api_key&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-28T19%3A55%3A31&symbols=avaxusdt&Signature=0oa5DUhpQJBdLtkEtewvreo%2FxFEqR6xgsoGianYmO48%3D
api-1  | INFO:     172.18.0.1:38048 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52580 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52596 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:52572 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:43892 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43894 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43878 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50668 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50684 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50656 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55830 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55842 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55816 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34296 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34302 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34280 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42866 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42874 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42854 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54224 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
