# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     172.18.0.1:37020 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33424 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:51714 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51718 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51712 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51722 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51710 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45790 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45822 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45806 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45784 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45780 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58216 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58210 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58202 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58230 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58192 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56606 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56622 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56638 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56604 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56588 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37840 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37854 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37834 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37842 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:37818 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56380 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56390 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56396 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56374 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56358 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38304 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38308 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38306 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38300 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38292 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38044 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38068 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38052 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38028 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38020 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33848 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33856 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33868 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33832 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33818 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42088 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42080 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42086 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42070 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42062 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41222 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41230 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41214 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41224 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41210 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36528 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36512 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36534 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36542 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36502 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41802 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41804 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41828 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41814 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41790 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:37366 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37392 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37380 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37352 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37350 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42898 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42902 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42916 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42888 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42880 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49982 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49992 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49998 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49980 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49978 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37856 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37860 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37848 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37858 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37846 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:55950 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55958 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55970 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55948 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55936 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35580 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35602 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35586 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35568 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54862 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54876 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54856 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54878 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54852 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56454 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56456 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56472 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56452 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56440 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51118 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51114 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51110 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51134 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51106 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:45666 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45672 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45676 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45654 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45640 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33174 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33164 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33188 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33200 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33162 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50806 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50808 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50810 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50802 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50788 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41814 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41830 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41842 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41804 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41798 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59906 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59920 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59900 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59924 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=-1003946873279: ConnectTimeout: ConnectTimeout('')
api-1  | [ROBOT LOOP ERROR] telegram_required_send_failed:vip_signal_update:chat_id=-1003946873279:error=
api-1  | INFO:     172.18.0.1:59898 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59358 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59384 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59370 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59356 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59348 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34802 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34812 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34808 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34800 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34796 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:42012 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42028 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42044 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41998 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41982 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38372 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38388 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38382 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38392 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:38362 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33568 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33594 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33582 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33556 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33542 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33424 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33436 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33440 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33408 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33398 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60166 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60154 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60162 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60150 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60140 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45098 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45108 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45110 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45094 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45092 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34168 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34160 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34188 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34176 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34148 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57188 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57210 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57174 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57202 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57170 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50554 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50566 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50570 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50548 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50544 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52446 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52458 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52448 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52440 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52428 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41852 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41838 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41872 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41868 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41836 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45566 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45564 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45592 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45588 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:45548 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32922 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32928 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32944 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32918 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32910 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35138 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35128 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35146 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35162 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35112 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57322 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57330 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57324 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57314 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57304 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56266 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56284 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56250 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56270 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:56244 - "GET /system/health HTTP/1.1" 200 OK
